STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  370,20220408,  266,   27,   37,   50,    1,   30,    3,   80,    1,   59,   20,    6,   94,   16,    6,    6,   23,   17,  879,    0,   -1,   -1,    1, 9994,10045,   24, 9971,   14,   65,    4,   81,   13,    8,   75,   95,    5,   57,   15,   11
  370,20220409,  266,   45,   48,   80,   11,   20,   24,  160,   17,   53,    1,   23,  111,   13,  -29,   24,   81,   60, 1497,    0,   -1,   -1,    1,10132,10189,   24,10055,    1,   64,   17,   82,   14,    4,   70,   88,   22,   38,   13,   19
  370,20220410,  252,   11,   19,   40,    9,    0,   19,   70,   10,   63,  -19,    5,  132,   14,  -44,    6,  101,   75, 1793,    0,    0,    0,    1,10203,10219,   10,10187,    1,   57,    4,   83,   18,    7,   64,   96,    4,   36,   14,   24
  370,20220411,  110,   33,   34,   60,   13,   10,    4,  100,   13,  109,   21,    5,  161,   14,  -16,    6,  123,   91, 2008,    0,    0,    0,    1,10152,10190,    1,10110,   24,   62,    9,   83,   18,    8,   49,   77,    4,   33,   13,   30
  370,20220412,  157,   26,   32,   50,   12,   20,    2,   90,   14,  154,   78,    5,  225,   15,   57,    6,   92,   67, 1813,    0,    0,    0,    1,10099,10117,   24,10080,   15,   75,   11,   83,    1,    8,   52,   68,   24,   34,   15,   30
  370,20220413,  244,   13,   15,   30,   12,   10,    3,   50,   11,  129,   81,    5,  162,   10,   55,    6,   11,    8,  633,   10,    1,    1,   14,10172,10207,   23,10122,    1,    0,   23,   75,    1,    8,   85,   99,   22,   73,    9,   10
  370,20220414,  291,   16,   23,   50,   16,    0,   24,   80,   15,  129,   57,   24,  197,   13,   17,   24,   81,   59, 1653,    0,    0,    0,    1,10220,10249,   24,10202,    2,    0,    1,   81,   12,    6,   78,  100,    5,   51,   12,   26
  370,20220415,   41,   28,   30,   50,   15,    0,    2,   80,   16,   93,   34,    5,  152,   14,    0,    6,   69,   50, 1713,    0,    0,    0,    1,10283,10306,   24,10251,    1,    1,    5,   80,   11,    8,   80,  100,    6,   59,   13,   25
  370,20220416,   68,   39,   40,   50,    8,   30,    1,  110,   13,  115,   55,    5,  169,   15,   43,    6,  128,   92, 2327,    0,    0,    0,    1,10313,10327,    9,10300,   24,   58,    5,   83,   18,    4,   57,   90,    5,   35,   18,   35
  370,20220417,  110,   28,   29,   50,   13,   20,    1,  100,   13,  125,   50,    5,  191,   15,   18,    6,  128,   92, 2411,    0,    0,    0,    1,10253,10300,    1,10204,   24,   78,   10,   83,    1,    1,   39,   57,    5,   25,   14,   38
  370,20220418,  126,   16,   21,   30,    6,    0,   22,   60,   12,  125,   32,    5,  201,   16,  -10,    6,  121,   86, 2177,    0,    0,    0,    1,10178,10202,    1,10152,   24,   75,   23,   83,    1,    6,   45,   75,   24,   21,   16,   34
  370,20220419,   49,   34,   35,   60,   16,    0,    1,  100,   16,  127,   30,    5,  193,   13,  -16,    6,  123,   87, 2114,    0,    0,    0,    1,10146,10157,   21,10132,   15,   64,    5,   83,   18,    8,   51,   87,    5,   32,   15,   33
  370,20220420,   53,   41,   42,   70,   16,   30,    2,  110,   13,  128,   68,    3,  181,   15,   51,    6,  130,   92, 2329,    0,    0,    0,    1,10154,10171,    8,10139,   18,   77,    9,   83,    1,    1,   48,   62,   23,   36,   14,   37
  370,20220421,   52,   48,   48,   70,   14,   20,    6,  120,   16,  129,   53,    3,  185,   13,   35,    6,  110,   77, 2261,    0,    0,    0,    1,10119,10139,    5,10093,   24,   75,    2,   83,    1,    6,   54,   78,    3,   31,   12,   36
  370,20220422,   57,   57,   57,   70,   12,   40,   19,  120,   14,  127,   79,    4,  166,   15,   72,    6,   57,   40, 1263,    0,    0,    0,    1,10064,10088,    1,10047,   18,   65,    6,   80,   11,    5,   65,   81,    4,   52,   15,   20
  370,20220423,   68,   54,   55,   70,   10,   40,   19,  130,   12,  146,   91,    5,  201,   15,   83,    6,   93,   65, 1908,    0,    0,    0,    1,10033,10049,    2,10019,   16,   60,    5,   83,   21,    4,   58,   83,    5,   39,   15,   31
  370,20220424,   31,   59,   62,   80,   11,   40,   23,  130,   14,  133,   80,   24,  191,   14,   70,   24,  123,   86, 2237,    0,   -1,   -1,    1,10048,10089,   24,10023,    1,   74,   11,   83,    1,    3,   53,   80,   24,   35,   17,   36
  370,20220425,   13,   30,   31,   50,   15,   10,    4,   80,   16,   80,   33,    5,  110,   15,   -3,    6,   15,   10,  576,   33,   10,    3,   11,10122,10153,   23,10090,    1,   50,   10,   70,    1,    6,   88,   98,    5,   79,   17,    8
  370,20220426,  353,   42,   43,   60,    8,   10,   24,  110,   12,   98,   30,   24,  152,   14,  -16,   24,   70,   48, 1921,    2,    2,    2,    1,10194,10240,   24,10152,    1,   70,    4,   82,   18,    5,   67,   89,   24,   42,   16,   28
  370,20220427,    7,   21,   24,   50,   18,    0,    4,   80,   19,   91,    1,    5,  163,   15,  -41,    6,  132,   91, 2472,    0,    0,    0,    1,10264,10290,   24,10241,    1,   50,    5,   81,   18,    1,   66,   97,    4,   43,   14,   35
  370,20220428,   29,   30,   31,   50,    8,   10,    1,   80,    9,  108,   27,    3,  178,   15,    1,    6,  134,   92, 2470,    0,    0,    0,    1,10299,10313,    9,10290,    1,   66,    4,   81,   18,    5,   62,   86,    4,   39,   14,   37
  370,20220429,   22,   39,   40,   50,   13,   30,    1,   90,   14,  100,   59,   24,  151,   16,   49,   24,   24,   16, 1213,    0,    0,    0,    1,10289,10299,    1,10275,   17,   65,    5,   81,   19,    8,   70,   84,    3,   52,   16,   18
  370,20220430,  341,   25,   28,   50,   13,   10,    5,   80,   13,   87,   14,    5,  139,   12,  -11,    6,   40,   27, 1292,    0,    0,    0,    1,10271,10289,    1,10253,   24,   64,    5,   82,   16,    8,   72,   95,    5,   50,   12,   18
  370,20220501,  336,   13,   16,   30,   17,    0,   23,   60,   11,  103,   41,    6,  160,   15,   -4,   24,   69,   47, 1841,    0,    0,    0,    1,10234,10251,    1,10216,   24,   50,    6,   83,   20,    7,   64,   94,    5,   41,   13,   27
  370,20220502,    5,   25,   27,   50,   19,    0,    2,   90,   21,  118,   11,    4,  190,   15,  -28,    6,  137,   92, 2504,    0,    0,    0,    1,10197,10213,    1,10178,   17,   58,    5,   82,   20,    1,   60,   96,    5,   35,   14,   38
  370,20220503,  360,   30,   31,   60,   16,   10,    4,   90,   15,  115,   26,    5,  182,   12,  -14,    6,   92,   62, 2151,    0,    0,    0,    1,10193,10201,    9,10183,   15,   62,   17,   81,   10,    7,   67,   90,    4,   43,    8,   33
  370,20220504,  332,   17,   21,   40,   16,   10,    2,   70,   15,  122,   63,    1,  183,   14,   50,    6,   94,   63, 2287,    0,    0,    0,    1,10192,10202,   23,10179,   15,   65,    9,   80,   16,    7,   62,   83,   24,   38,   14,   35
  370,20220505,  322,   13,   16,   30,   15,    0,    1,   60,   15,  140,   72,    1,  195,   17,   37,    6,   47,   31, 1658,    0,    0,    0,    1,10225,10254,   24,10201,    1,   39,   24,   75,   18,    6,   69,   94,   24,   46,   17,   27
  370,20220506,  267,   10,   15,   30,   18,    0,   21,   60,   13,  139,   78,    3,  220,   15,   31,    6,   81,   54, 2122,    0,    0,    0,    1,10250,10269,    8,10235,   24,    1,    3,   81,   16,    5,   76,   99,    3,   39,   15,   34
  370,20220507,  334,   20,   27,   60,   14,    0,    2,  110,   14,  152,   93,    2,  226,   13,   66,    6,   77,   51, 1752,    0,   -1,   -1,    1,10238,10262,   24,10227,    3,   56,    8,   75,   15,    7,   72,   96,    2,   43,   12,   29
  370,20220508,   25,   38,   40,   60,    5,   20,   21,   90,    5,  138,   77,   24,  197,   15,   24,   24,  111,   73, 2538,    0,    0,    0,    1,10273,10287,    9,10261,   17,   65,    6,   81,   18,    3,   59,   81,    3,   36,   16,   41
  370,20220509,  199,    5,   19,   40,   16,   10,    4,   80,   16,  162,   47,    5,  253,   16,   -9,    6,  138,   90, 2584,    0,    0,    0,    1,10241,10273,    1,10208,   24,   66,    5,   81,   15,    3,   58,   90,    4,   31,   15,   44
  370,20220510,  224,   37,   43,   90,   12,   10,    1,  140,   13,  189,  103,    3,  266,   12,   68,    6,   19,   12, 1456,    0,    0,    0,    1,10165,10203,    1,10136,   24,   64,    4,   83,   21,    8,   58,   91,    2,   38,   14,   26
  370,20220511,  237,   48,   52,   80,   14,   20,    5,  130,   11,  187,  131,   24,  246,   15,  117,    6,  135,   88, 2510,    3,    2,    2,   21,10113,10143,   24,10091,   17,   70,   21,   83,    1,    5,   57,   82,   21,   40,   13,   45
  370,20220512,  250,   28,   32,   50,   11,   10,   22,   90,   11,  144,   71,   24,  204,   14,   11,   24,   84,   54, 1903,    0,    0,    0,    1,10182,10195,    9,10149,    1,   56,    5,   83,   20,    4,   64,   98,    4,   37,   14,   31
  370,20220513,  233,   43,   45,   70,   14,   10,   21,  120,   14,  143,   71,    1,  204,   16,   11,    6,   88,   57, 2067,    0,    0,    0,    1,10201,10212,   24,10186,    3,   69,    9,   82,   19,    6,   65,   90,   24,   43,   16,   34
  370,20220514,  282,    9,   26,   30,    6,   20,    1,   90,   14,  158,   61,    4,  242,   15,   17,    6,  132,   85, 2570,    0,    0,    0,    1,10212,10221,    9,10204,   16,   66,    7,   79,   18,    3,   62,   90,    5,   36,   14,   43
  370,20220515,   82,   32,   33,   40,    9,   20,    3,  110,   14,  204,  102,    5,  270,   16,   86,    6,  139,   89, 2672,    0,    0,    0,    1,10174,10203,    1,10136,   24,   64,    4,   82,   18,    4,   46,   77,    4,   25,   14,   49
  370,20220516,  229,   21,   34,   60,    9,   10,   21,  120,   11,  189,  114,   24,  274,   10,   75,   24,   49,   31, 1287,    2,   23,   23,   11,10161,10204,   24,10124,    4,   64,   14,   82,    6,    6,   67,   95,   24,   46,    9,   23
  370,20220517,  157,   17,   20,   40,   11,    0,   23,   80,   13,  191,  109,    1,  281,   16,   71,    6,   64,   41, 1781,    0,   -1,   -1,    1,10194,10215,    9,10174,   17,   65,    1,   82,   15,    7,   69,   95,    1,   40,   14,   32
  370,20220518,  282,    8,   25,   40,    5,   10,    1,   60,    8,  218,  128,    2,  281,   15,   88,    6,   88,   56, 2191,    0,    0,    0,    1,10199,10214,   10,10177,   24,   62,   24,   81,   16,    8,   64,   95,    1,   44,   16,   41
  370,20220519,  225,    7,   28,   70,   12,   10,    5,  310,   12,  188,  101,   24,  284,   11,   69,   24,   38,   24, 1326,   11,   62,   42,   12,10187,10223,   24,10155,   11,   24,   24,   81,   11,    7,   80,   98,   23,   44,   11,   24
  370,20220520,  209,   10,   35,   80,   15,    0,    1,  150,   16,  147,   84,    3,  214,   11,   58,    6,   47,   30, 1275,    7,   15,   15,   13,10183,10221,    1,10127,   14,    3,    3,   78,    7,    6,   82,   99,    3,   59,    8,   21
  370,20220521,  249,   32,   38,   60,    3,    0,   22,  100,   12,  146,  100,   24,  196,   15,   68,   24,   58,   37, 1745,    0,    0,    0,    1,10209,10220,   11,10195,   24,   63,    6,   80,   17,    7,   73,   94,   24,   54,   13,   29
  370,20220522,   91,   15,   17,   30,   14,    0,    1,   70,   14,  176,   80,    4,  237,   16,   42,    6,  114,   72, 2597,    0,    0,    0,    1,10142,10192,    1,10075,   24,   64,    4,   81,   19,    6,   61,   97,    3,   40,   15,   45
  370,20220523,  203,   11,   30,   60,   18,   10,    3,  110,   17,  175,  134,   21,  248,   12,  129,    6,   18,   11, 1202,   33,  132,   83,   17,10013,10069,    1, 9965,   16,   46,   16,   82,   13,    8,   75,   96,   17,   45,   12,   21
  370,20220524,  223,   44,   47,   80,    8,   20,   20,  120,    8,  128,   82,   24,  180,   11,   63,   24,   68,   43, 1546,   14,   43,   31,   13,10070,10126,   24,10015,    1,   63,    1,   81,   12,    6,   80,   96,   24,   54,   11,   24
  370,20220525,  226,   54,   55,   80,   13,   20,    1,  130,   12,  143,   73,    2,  196,   13,   44,    6,   72,   45, 1790,    0,   -1,   -1,    1,10154,10178,   24,10129,    1,   59,    1,   83,   16,    6,   71,   97,    1,   49,   12,   29
  370,20220526,  232,   59,   59,   80,   14,   40,    4,  130,   18,  167,  131,    5,  209,   13,  125,    6,   40,   25, 1610,    0,    0,    0,    1,10206,10220,   11,10178,    1,   63,    5,   82,   16,    8,   71,   86,    4,   54,   13,   28
  370,20220527,  277,   39,   46,   70,   11,   20,   20,  130,   12,  142,   74,   23,  187,   12,   49,   24,  114,   71, 2561,   25,   13,    5,    3,10220,10236,   20,10199,    4,   38,    3,   81,   20,    5,   69,   98,    4,   46,   14,   42
  370,20220528,  319,   41,   45,   60,    8,   20,    3,  120,   14,  124,   70,   24,  173,   13,   49,   24,  130,   80, 2451,    0,   -1,   -1,    1,10213,10228,    8,10188,   24,   67,   24,   82,    8,    3,   63,   87,   24,   41,   12,   38
  370,20220529,  322,   21,   27,   50,   17,   10,    1,   90,   16,  101,   57,    2,  146,   11,   15,    6,   21,   13, 1304,   30,   36,   19,   12,10157,10183,    1,10140,   24,   50,    5,   82,   17,    8,   82,   94,    6,   63,   17,   19
  370,20220530,  302,    7,   13,   30,   12,    0,    4,   60,   12,  114,   56,    4,  167,   14,   42,    6,   65,   40, 1992,    0,    0,    0,    1,10140,10145,   21,10133,    3,   64,    5,   82,    9,    7,   67,   97,    4,   45,   16,   30
  370,20220531,   71,    9,   18,   40,   14,    0,    1,   90,   18,  123,   64,    2,  192,   14,   35,    6,   63,   39, 1880,    8,   20,   19,   18,10132,10145,   22,10120,   16,   27,   21,   82,   12,    7,   74,   98,   21,   46,   16,   29
  370,20220601,  244,   25,   31,   50,   10,   10,   22,  100,   16,  120,   60,   24,  177,   10,   17,   24,   87,   53, 1836,    0,   -1,   -1,    1,10163,10202,   24,10139,    3,   39,    2,   83,   14,    4,   76,   98,    1,   51,   14,   28
  370,20220602,   60,   18,   22,   40,   17,    0,    4,   80,   17,  143,   38,    3,  208,   16,    1,    6,  136,   83, 2842,    0,    0,    0,    1,10208,10223,    8,10196,   24,   40,    5,   83,   19,    2,   63,   98,    2,   40,   17,   46
  370,20220603,   46,   38,   40,   60,   22,   20,    1,  110,   23,  189,  117,    4,  246,   15,  104,    6,   95,   58, 2512,    0,    0,    0,    1,10177,10195,    1,10162,   17,   75,    3,   83,   16,    6,   52,   74,    4,   35,   13,   45
  370,20220604,   45,   52,   53,   60,    1,   50,    3,  100,   13,  192,  130,    5,  254,   17,  128,    6,   80,   49, 2246,    0,   -1,   -1,    1,10190,10204,   11,10170,   24,   65,   12,   83,    1,    6,   58,   73,    5,   44,   16,   40
  370,20220605,  282,    6,   38,   60,   19,   10,   12,  110,   18,  171,  146,   23,  211,    9,  144,   24,    2,    1,  504,   91,  483,  249,   15,10133,10165,    1,10109,   14,   21,   14,   81,    1,    8,   85,   98,   14,   62,    1,    9
  370,20220606,  230,   53,   55,   80,   12,   20,   21,  140,   11,  150,  122,   24,  199,   13,  114,   24,   42,   26, 1381,    0,   -1,   -1,    1,10145,10154,   18,10138,    3,   34,    1,   83,   12,    7,   79,   94,    1,   57,   12,   23
  370,20220607,  225,   31,   37,   60,   11,   10,   21,  100,   11,  161,  116,    2,  210,   13,  104,   24,   47,   29, 2042,    6,    9,    9,   20,10126,10135,    6,10110,   24,    1,   21,   82,   13,    7,   79,   99,   21,   58,   11,   35
  370,20220608,  199,   29,   33,   50,    9,   10,   21,   80,    8,  146,  116,   23,  181,    8,  104,   24,    7,    4,  800,   84,  123,   32,   20,10077,10105,    1,10062,   13,   31,    1,   75,    8,    7,   94,   98,    2,   79,    9,   13
  370,20220609,  252,   25,   30,   50,   12,   10,   20,  100,   16,  155,  104,   24,  212,   15,   72,   24,   70,   42, 1626,    3,    1,    1,    1,10158,10209,   23,10090,    1,   59,    4,   82,   17,    5,   78,   96,    4,   49,   17,   27
  370,20220610,  211,   30,   33,   60,   10,   10,   20,  100,   10,  182,  109,    1,  241,   14,   70,    6,   25,   15, 1519,    0,   -1,   -1,    1,10211,10217,    7,10204,   17,   65,   24,   81,   17,    7,   74,   92,   24,   58,   13,   27
  370,20220611,  249,   22,   28,   50,   13,   10,    5,   90,   13,  182,   99,   24,  240,   15,   73,   24,   96,   58, 2408,    0,    0,    0,    1,10225,10234,   24,10211,    2,   65,    1,   80,   13,    5,   70,   96,   24,   48,   15,   42
  370,20220612,  272,   24,   28,   50,   13,   10,    1,   80,   12,  161,   84,    3,  224,   14,   51,    6,  122,   74, 2514,    0,    0,    0,    1,10224,10236,    7,10211,   24,   64,    7,   82,   17,    5,   69,   97,    1,   48,   15,   42
  370,20220613,  296,   28,   33,   60,   13,   10,    1,  100,   12,  148,   70,   24,  198,   12,   41,   24,  103,   62, 2275,    0,    0,    0,    1,10232,10249,   24,10205,    3,   62,    6,   82,   16,    5,   66,   95,    1,   42,   15,   37
  370,20220614,   39,   18,   22,   40,   18,    0,    4,   70,   11,  153,   55,    4,  220,   16,   25,    6,  151,   91, 3044,    0,    0,    0,    1,10221,10246,    1,10196,   24,   65,    1,   82,   20,    2,   62,   97,    3,   41,   15,   51
  370,20220615,   29,   28,   30,   50,    9,   20,    1,   80,    9,  194,  103,    3,  258,   16,   60,    6,  145,   87, 2941,    0,    0,    0,    1,10186,10193,    1,10174,   19,   70,    2,   83,   19,    4,   57,   86,    3,   38,   17,   53
  370,20220616,   17,   24,   25,   40,    1,    0,   23,   70,    1,  192,  124,    4,  252,   17,   82,    6,  142,   86, 2935,    0,    0,    0,    1,10226,10242,   22,10193,    1,   70,   21,   83,   20,    4,   57,   86,   24,   38,   15,   53
  370,20220617,  191,   28,   30,   50,   14,   10,    1,   80,   12,  230,  122,    2,  304,   16,   93,    6,  123,   74, 2725,    0,   -1,   -1,    1,10216,10243,    4,10183,   24,   65,    2,   83,   18,    5,   55,   91,    2,   33,   12,   52
  370,20220618,  346,   10,   37,   70,   24,   10,    2,  110,   22,  245,  169,    3,  321,   14,  129,    6,  131,   79, 2571,    0,    0,    0,    1,10147,10181,    1,10087,   24,   67,   15,   80,    6,    3,   62,   82,    4,   36,   13,   50
  370,20220619,    3,   42,   47,   70,    2,   30,    7,  120,    2,  155,  130,    8,  191,   13,  126,   24,   39,   23, 1264,   18,   13,    6,    9,10124,10149,   14,10081,    5,   65,    9,   83,    4,    7,   73,   91,    9,   57,    4,   21
  370,20220620,  333,   29,   31,   50,   14,   10,    6,   90,   13,  158,   90,   24,  211,   14,   52,   24,  102,   61, 2429,    0,   -1,   -1,    1,10165,10178,   21,10134,    3,   65,    2,   81,    9,    5,   68,   91,    2,   47,   14,   41
  370,20220621,   47,   19,   24,   30,    2,   10,    3,   70,   10,  156,   77,    3,  207,   12,   33,    6,   74,   44, 1909,    0,    0,    0,    1,10150,10172,    1,10134,   17,   64,    1,   82,   15,    7,   67,   97,    3,   48,   13,   32
  370,20220622,   31,   30,   31,   50,    9,   10,    1,   90,   13,  199,   97,    1,  270,   15,   52,    6,  137,   82, 2907,    0,    0,    0,    1,10126,10137,    6,10111,   17,   59,    4,   83,   19,    2,   57,   95,    4,   30,   15,   53
  370,20220623,  139,   10,   26,   40,   10,   10,   17,  130,   16,  239,  160,    4,  318,   15,  128,    6,  127,   76, 2580,    7,   65,   63,   24,10098,10118,    1,10070,   23,   39,   24,   81,    5,    4,   61,   95,   24,   38,   14,   50
  370,20220624,  202,   21,   30,   40,    1,   20,    3,  100,   11,  192,  169,    3,  248,   16,  156,   24,   55,   33, 1627,   40,  224,  131,    1,10073,10087,   24,10060,   16,   39,    7,   82,   15,    7,   85,   98,    6,   56,   16,   29
  370,20220625,  196,   24,   31,   50,   11,   10,   20,   90,   11,  191,  151,    3,  248,   15,  139,    6,   52,   31, 1777,   24,   66,   46,   18,10112,10126,   22,10089,    1,   43,   22,   83,   15,    7,   80,   98,   22,   57,   12,   32
  370,20220626,  186,   20,   25,   50,    8,   10,   20,   70,    3,  174,  139,    4,  211,   17,  135,    6,   43,   26, 1472,    0,    0,    0,    1,10154,10167,   11,10128,    1,   35,    1,   83,   17,    8,   80,   98,    1,   54,   17,   26
  370,20220627,  234,   11,   19,   50,   13,    0,    4,   90,   13,  163,  117,   24,  209,   11,  108,   24,   37,   22, 1059,   18,   84,   51,   13,10176,10208,   23,10145,    5,   28,   13,   80,   11,    6,   85,   97,    4,   65,   18,   18
  370,20220628,  143,   11,   23,   30,   10,   10,    1,   70,   17,  187,   97,    4,  253,   16,   80,    6,  138,   83, 2853,    0,    0,    0,    1,10197,10224,    7,10162,   24,   65,    1,   83,   19,    2,   62,   96,    3,   42,   16,   51
  370,20220629,  165,   10,   18,   30,    8,    0,   22,   80,   12,  225,  154,    5,  283,   15,  124,    6,  122,   74, 2519,    0,    0,    0,    1,10132,10158,    1,10111,   24,   65,   24,   82,    8,    4,   59,   93,   24,   38,   17,   48
